id,tweet,label
1721,On todays numbers States 63k secondhighest number (67k) The average number daily deaths states 7 rose 150 Saturday Saturday httpstcoXGWy40ldDU,real
1722,Korea finished developing 10 minute Covid19 diagnostic kit ramping production They plan export 300000 testkits,fake
1723,Raisin prevents clotting helps fight,fake
1724,Wearing face compulsory Break rule mercilessly treated arrest care female Now effective CoViD19 spread httpstcoJE7ZyXlMzu,fake
1725,Sixteen 10 Lagos 2 FCT 2 Oyo 1 Delta 1 Katsina As 0930 7th April 254 confirmed Fourtyfour discharged deaths httpstcoUlDvzM3cUZ,real
1726,Chinese scientists racing start human trials August httpstcoXRADbWFYBa httpstcoQjifCN8Ryq,real
1727,There evidence survivors immune recovery TakeResponsibility WearAMask Observe physical Wash hands frequently soap &amp water MaskOnNaija protect httpstcoBYb68A06SQ,real
1728,BREAKING Labour leader Sir Keir Starmer selfisolating member household displayed Get latest story httpstcoq0QttUY0o3 httpstcoQR5IhaUCnU,real
1729,Lame party infects 0 httpstcor3iwcQK5fQ,fake
1730,The concept asymptomatic center confusion controversy httpstcoq2NQzYA3CB httpstcoNg2GRjERiW,real
1731,There New Zealand receiving hospitallevel care Yesterday New Zealands laboratories completed 5950 tests bringing total completed 341117,real
1732,Researchers developed drug cure 3,fake
1733,States 23k That's range Here states 400 Arkansas Arizona North Carolina oneday highs httpstcoUeFFtjzdwB,real
1734,records 61000 countrys confirmed case tally 208 lakh Whereas Tamil Nadu announces reopening small temples mosques churches dargahs 10 August httpstcoaPsTbPowmY,fake
1735,Trump suggests donkey penises cure httpstcochj4AYoFuu donaldtrump covid19,fake
1736,Air promises 100 bonus Aeroplan Miles passenger httpstcoMpHAJuXNJe httpstcoH1ZJyZPHEC,fake
1737,The review trends Africa rise active community transmission continent This reinforces adhere recommended measures ~ WMulombo WHONigeria Representative PTFCOVID19 briefing httpstcoOCq0hVEk6Q,real
1738,The number UK increased 3330 figures httpstcoIuiMnZBB0Z,real
1739,Anyone planning celebrate World Steam Week Don't Its fake Steam kill Coronavirus cure httpstcoSMBEds5tru FactCheck WorldSteamWeek httpstcoL2EsCJ1Jsg,fake
1740,johnbrownstein Somehow NY MA NJ CT safe places US httpstcoSZHiS5FHKN,real
1741,Update Today New Zealand MIQ community This brings confirmed 1406 number World Health Organization,real
1742,If youve close contact public worker youve exposed Answer SlowTheSpread Learn contact tracing httpstco9ZN2zYTaud httpstco8CVGrkIT9e,real
1743,Italian Parliament Calls For The Arrest Bill Gates,fake
1744,Today milestone active case New Zealand recovered This 0 active New Zealand Thank staying playing safe supporting fighting httpstco11VdRxflWd,real
1745,Missing AntiVaxxers httpstcoqOKHo9kYpO CoronavirusOutbreak httpstcoQfOQa8m9FP,fake
1746,Wales' Health Minister vaughangething local lockdowns possibility Wales KayBurley Latest httpstcoMBjd6MkdrJ httpstco9kZPvk5eNu,real
1747,Coronavirus Schools close lack tests headteacher warns httpstco2FawQ2XfTM,real
1748,records highest single recoveries 54859 Recoveries exceed active 9 lakh Case Fatality Rate touches low 2% httpstco2hEonhvRaA PMOIndia drharshvardhan AshwiniKChoubey PIBIndia COVIDNewsByMIB,real
1749,74% confirmed concentrated 10 StatesUTs Maharashtra contributed 18000 Andhra Pradesh Karnataka 7000 6000 StaySafe IndiaWillWin httpstcoYXQ78ADU8U,real
1750,The mainstream media pretended deadly surge Wisconsinites voting,fake
1751,Report Outbreak idiocy spreading 10000 times faster,fake
1752,Use OZONE fight spread CORONA VIRUS,fake
1753,pantherman45 Kia ora Ben info range measures Alert level httpstconsWmnT8e6V,real
1754,India's recovery rate improves 7731% September 07 2020 Steady improvement India's recovery rate initiation March 25 2020 ICMRDELHI Via MoHFWINDIA httpstcokC7iNkKFES,real
1755,From random Facebook posts renowned yoga gurus They making recommendation We FactCheck httpstcod6z0okDOWf,fake
1756,covid19 coronavirusupdate unbelievable president httpstcojfqNJrzxGB,fake
1757,77% UK physicians needed httpstcopKyL8v4NFo httpstcogAWTbjf7rH,real
1758,WEEKLY UPDATE ONS deaths registered weekly England Wales Number deaths 19 June range expected based trend analysis 10 years httpstcotZchlfBxTg covid19science httpstcokdv0a0uieJ,real
1759,We track antigen appears underreported Kentucky instance 10k antigen tests Our API breaks antigen PCR,real
1760,Biden More cops died killed patrol Mostly True httpstco8kGPOkG895,fake
1761,minhealthnz We confirm New Zealand linked travel UK There,real
1762,The viral text message claims chemical substances (methylxanthines) required cure tea Dr Li Wenliang cure researching death,fake
1763,Coronavirus Continues Mutate Peoples Minds httpstcoiQWlzR89FE media covid19,fake
1764,125 COVID19Nigeria Lagos42 FCT25 Katsina14 Kaduna11 Kwara8 Ondo7 Delta4 Anambra3 Oyo3 Edo2 Ogun2 Osun2 Cross River1 54588 confirmed 42627 discharged 1048 deaths httpstcomap9w85Kfp,real
1765,A video viewed thousands times Facebook posts alongside claim Sri Lankan invented rapid kit disease,fake
1766,Great Carona ready Able cure patient 3 hours injection Hats US Scientists Trump announced Roche Medical Company launch Sunday millions httpsinstagramcompBDToxAWxSigshid=qrxt7c10mpd8,fake
1767,Wearing long period time hypoxia,fake
1768,Indian State Kerala Opposition leader writes Chief Minister Pinarayi Vijayan adopt methods save stronger immunity,fake
1769,"""It's basically impossible kind compensation injured""",fake
1770,realDonaldTrump US globally fight It isnt httpstcoJY6Ojdjhwy Covid19 httpstcoGf8j2nLjZb,fake
1771,People defying stayathome order Arizona beaches,fake
1772,People Scotland banned visiting households indoors tough restrictions announced England Get measures Scotland httpstcon1IFrTYuRY httpstcoZmuxD1s4Hu,real
1773,After hours working medical ward picture Egyptian hero Egyptian White Army,fake
1774,A study Annals Internal Medicine estimates probability PCR tests falsenegative varies illness highest risk lowest httpstco8wW4SW6eGt,real
1775,Today's case total number confirmed 1154 number World Health Organization Our combined total confirmed probable 1504,real
1776,Our 4 published The US completed tests 279485 54134 yesterday's total Note track tests state reports (for now) And states tests For details httpstcoPZrmH4bl5Y,real
1777,Dr Vele Markovski claimd ventilators quarantines great harm treating contamination level SARCov2 extremely low,fake
1778,510 Boris Johnson chair emergency COBRA meeting ahead statement steps tackling Click PM httpstcoXGzkOVRwaX,real
1779,"Boris Johnson members public neighbours breach ""rule six"" ""Animal House"" parties ""hot tubs forth"" httpstcogkTMwtbM1n",real
1780,Vaccines killed 50 1918 Spanish flu,fake
1781,After Months Of Decreased Pollution With Humans In Lockdown Gorilla Populations Are Starting To Develop Rudimentary Nuclear Weapons,fake
1782,The defence national action Health Secretary MattHancock national safe KayBurley httpstcoOpc8Z4tNib httpstcot1cLYEbVRq,real
1783,The good remains falling number deaths 7day average continues decline httpstcot4S9n8aZSl,real
1784,In Bagong Alyansang Makabayan (Bayan) Secretary General Renato Reyes spotted panic buying S&R Branch,fake
1785,Coffee cure,fake
1786,A small fraction deaths longterm care facilities staff members Nonetheless researchers estimate years working LTC facility dangerous job America 2020,real
1787,The trend high number single recoveries sustained consecutive This kind successive increase recoveries country May 2020 Secretary MoHFWINDIA ICMRDELHI httpstcok47TIOlBIt,real
1788,Queen Elizabeth II diagnosed,fake
1789,Covid19 disrupting pensions httpstcoXTvwT2cky9,fake
1790,Bill Gates Catholic religion suspended forever,fake
1791,Fish tank additive treat,fake
1792,Total Cases (as September 7 2020) 7731% CuredDischargedMigrated (3250429) 2099% Active (882542) 17% Deaths (71642) Total confirmed = CuredDischargedMigrated+Active cases+Deaths httpstco1enKEQbXBO,real
1793,The rise deaths driven southern states 962 deaths httpstcoYVxuEykahX,real
1794,There steep exponential rise recoveries 50000 May 30 lakh Sept The daily number Recovered Patients crossed 70000 More 34 total recovered httpstco4oKksdFeQj,real
1795,record high 2000 The 7day average tripled late May Hospitalizations falling May June httpstcoGUSMJYdmcM,real
1796,Proud BoltsPk team busy packing stuff 19 Family Support Program Ensuring physical EnablementDrive httpstcoXH8H3Tk5iz,fake
1797,PIBIndia CoronaWatch 1855745 total confirmed 1230509 curedrecovered 20864750 samples Here's,real
1798,Trump Hails Positive Talks With Covid19 httpstcompUji2GOCl,fake
1799,Garlic water cure,fake
1800,Covaxin phase3 trial Corona's homegrown cities httpstco26LwAJXEVu httpstco2XhFJPZEU2,fake
1801,3 5 Nigerians die 50 years Take precautions protect older relatives wearing face public practicing handrespiratory hygiene &amp maintaining physical distance 2 metres TakeResponsibility httpstcox8ptL2BDAw,real
1802,NYTScience Governments country adding thousands jobs field contact tracing fight Covid19 Here's,real
1803,239 COVID19Nigeria Plateau116 FCT33 Lagos19 Ekiti12 Kaduna11 Ogun11 Ebonyi8 Benue7 Abia5 Delta5 Ondo4 Edo3 Imo2 Osun2 Bauchi1 54247 confirmed 42010 discharged 1023 deaths httpstcoTjHaSMIzn8,real
1804,This critical moment countries leaders targeted measures place suppress spread ensure systems workers protectedDrTedros,real
1805,Oh meat packing plants unhealthy asks smug ghost Upton Sinclair NewsInPhoto meatpacking covid19 httpstcoR2KU4luBDW,fake
1806,AI spots lung damage 95% accuracy httpstcomgSc6r3i0q ers2020 ERSCongress,real
1807,No OSHA federal workplace safety agency dont work httpstconEmEpH52DN,fake
1808,Planning visiting family friends LaborDay weekend Protect Wear stay 6 feet dont live wash hands httpstcoKNd6wCwSsl httpstcocwo3nLM7YJ,real
1809,Theres evidence American killed 5 Ukrainians The claim site disinformation httpstcoaIruA6x7df,fake
1810,(One data note Californias pending number published irregularly But large12700and worth data),real
1811,President Trump misconstrued data deaths As Sept 3 data 185092 Americans died estimates death toll higher httpstcoYpn6wF35pb,fake
1812,3 Vaccines progress 3 vaccines preclinical stage ProfBhargava DG ICMRDELHI StaySafe IndiaWillWin httpstcoxBv27qIF2a,real
1813,All hotel half tests coming No leave managed facilities Day 3 Day 12 swing,real
1814,Does vaping reduce chances,fake
1815,NCDCFactCheck Remember NO specific cure Some trial drugs promising validated In hydroxychloroquine ONLY limited clinical trials Please TakeResponsibility avoid selfmedication httpstcoG3LW8OTvc7,real
1816,The Department Health (DOH) reports fake cigarettes spread reached,fake
1817,Statewise details Total Confirmed (till 19 September 2020 8 AM) States 120000 confirmed States 20001125000 confirmed States 125000+ confirmed Total confirmed StaySafe httpstcoFrqw1VvFFh,real
1818,Less half states hospitalization numbers Washington states missing largest number hospitalized (because severity duration outbreak),real
1819,A banner swastika Trump Pence Michigan protest,fake
1820,People 50 years preexisting medical conditions diabetes higher risk complications Advisory Vulnerable Groups guidance loved falls Download httpstco2LB3m07Xpy httpstcofzZ8Ty8G0R,real
1821,The 5 confirmed community epidemiologically linked Auckland cluster 3 linked Mt Roskill church 2 household contacts separate,real
1822,The number deaths plummeted Minister Justice Sergio Moro ordered Federal Police investigate numbers fabricated,fake
1823,Grandparents provide informal childcare exempt local areas England httpstcoXUrHGlYUAj,real
1824,Reports Huge Spike In Coronavirus Deaths Among Journalists httpstco7HghwPhjK4,fake
1825,NEWS Medical genius Donald Trump discovers numbers dont httpstco2SbrUrTNrY httpstcoqTLKXqNO2N,fake
1826,Says Vatican confirmed Pope Francis aides,fake
1827,WHOAFRO improved death step realtime data highlights accurate timely data httpstco7u4SV0UCUL WorldHealthData httpstco6m0RuDr5j0,real
1828,Intensive care units reach saturation More bed capacity desperately needed staffing issue skynewsmichelle witnesses impact wave Marseille httpstcoMezKp4ZUwZ,real
1829,Video Muslim women spitting plastic bags throwing houses spread,fake
1830,Vergiflu Now 400 Vergiflu favipiravir IndiaFightsCOVID19 covid19 Convergebio Togetherletsbringthechange httpstcoDDAlHXdUex,fake
1831,As 69000+ Indias confirmed case tally rose 283 lakh Union Minister Gajendra Singh Shekhawat 21+ involved rescue operations Kerala plane crash contracted Covid19 httpstco1w4iPV8XUl,fake
1832,A case registered Maranho,fake
1833,Coronavirus Labour leader Sir Keir Starmer selfisolating household member httpstcoxDVrs7yE9k,real
1834,Having difficult time coping Feeling lonely anxious dealing grief loss Help National Suicide Prevention Lifeline (8002738255) Learn httpstcoF0vQ2lbmUj httpstcoVU7ygNPlXJ,real
1835,A photo men crosses feel crucified required stay,fake
1836,Meghan Markle Donating One Her Royal Crowns To The Cause httpstcoIsllBOYyP4 queenelizabethii princeharry covid19,fake
1837,Riding In The Time Of Coronavirus How Single People Are Handling Things httpstco9K1qFT3btV,fake
1838,drharshvardhan UPDATE The gap Recovered &amp Active crossed 29 lakh Recovered Cases 4,real
1839,Could Miley Cyrus' vagina Hold Clue To Vaccine httpstco4jQ2DCTDUG,fake
1840,7notesndreams srivatsayb India's efforts lmao Efforts unplanned efforts pay states gst Efforts destroy lives migrants efforts eat cow dung cow urine efforts fight 21 efforts destroy entire economy efforts thali Bajao,fake
1841,deaths tea lemon bicarbonate cure,fake
1842,A CDCMMWR young healthy adults long time recover The study 1 5 adults ages 1834 milder outpatient returned usual 1421 httpstcowNrf5tMdzh httpstcoO3GtRNWhtL,real
1843,We concerned exponential rise number North East Newcastle Council leader nickforbes explains restrictions North East England KayBurley httpstcoapswxjCfGw httpstcoQ2RDNfIxRk,real
1844,Decision timely curve begun flatten The nation effective SavingLives slowing doubling rate We build gains,fake
1845,Prolonged hypoxia,fake
1846,There 54 linked community cluster remain Auckland facility includes 23 household contacts,real
1847,As June 15 forecasts number deaths continue slow nationally 129000 145000 deaths July 11 However 9 states deaths 4 previous 4 httpstcoFt6cgmaMPX httpstcoTsxPOgsymN,real
1848,We hoping everyones recovery There 160 linked cluster moved Managed Quarantine facility Auckland includes 89 returned tests household contacts,real
1849,A video patients,fake
1850,We pleased inclusion 2 labs NCDC Molecular Laboratory Network FMC Keffi GeneXpert lab Nasarawa State Total Biomolecular lab Rivers State Testing lab NCDC network free charge List labs httpstcoSqEowDI58H httpstcodNFYG0mz85,real
1851,India's daily capacity crossed 1170 lakh cumulative tests 5 crore (49551507) 720362 tests conducted 24 hours StaySafe IndiaWillWin ICMRDELHI httpstco6B77XTS6G0,real
1852,continues scale peaks tests More 1170 lakh samples 2 consecutive No country achieved levels high daily The cumulative tests reached 46679145 StaySafe httpstcoBOIky3IFOs,real
1853,NEWS First receive Russian Coronavirus 100m seconds httpstcoAW09dQGO3d httpstcoWgI4t4WrMs,fake
1854,If Covid19 azithromycin ivermectin acetylcysteine,fake
1855,MightyKites Kia ora active Wellington,real
1856,New publication LancetGH indirect impacts HIV TB Malaria Maintaining critical prevention activities &amp services reduce impact Full httpstcoqdgdm8U7Js httpstcoRYE6k3BBVE,real
1857,To support countries situation UNESCO UNICEF published updated guidance schoolrelated public measures context COVID19DrTedros httpstcoMQciofeFj4,real
1858,Quarantine North Korean style Shot dead httpstcoLp6aTjU0QS covid19 covid19 covid19 covid19,fake
1859,Looters Maintain Social Distancing While Creating Anarchy httpstcoFdomXMZPyk covid19 dranthonyfauci looters,fake
1860,alexismadrigal Wanted talk COVID19Tracking data gathering checking methodology building,real
1861,From endless warnings underprepared countries dig invest ensure magnitude severity againDrTedros AWorldInDisorder,real
1862,There 427 repeatedly contact including text phone calls Again reminder managed facility June 916 spoken Healthline dedicated team 09 302 0408,real
1863,There shortage oxygen supply country Today's capacity production oxygen 6900 metric tonne Oxygen consumed nonCOVID patients country 2800 Metric Tonneday Secretary MoHFWINDIA httpstcoiQCqKoSggc,real
1864,There additional deaths The total number tests completed 233843 Today World Family Doctor Day A big 5500 GPs New Zealand work,real
1865,Here today's map httpstcoi0JeGDcjOs,real
1866,40 Flight Crash Victims Test Positive For 19,fake
1867,fema If struggling stress mental concerns disaster The,real
1868,Acc persist surfaces hrs This duration vary conditions (the type surface temperature humidity etc) httpstcopz2nmcepZo,real
1869,Immunologist Nobel winner Tasuku Honjo natural created Chinese,fake
1870,Videos showing black attacked Asian shared thousands times online Although Africans living discrimination linked,fake
1871,"""It decision President"" governors ""open states""",fake
1872,We face challenges So secured $26 billion 10% needed At time bilateral deals &amp nationalism compromise equitable access &amp hold progress countries bringing endDrTedros,real
1873,Billionaire Clive Palmer ads major mastheads spruiking benefits hydroxychloroquine treatment And Bill Gates microchip (Spoiler alert not) All latest issue CoronaCheck httpstcoXaDNqUrimF httpstcoT6ggXfSX3N,fake
1874,Tinder Adds New Positive Option For Users httpstco8dTAHIjxB8 sex dating covid19 tinder,fake
1875,100 COVID19Nigeria Lagos39 FCT22 Kaduna19 Oyo7 Ebonyi6 Edo3 Katsina1 Ekiti1 Bauchi1 Nasarawa1 55005 confirmed 43013 discharged 1057 deaths httpstco2sHFVFROiz,real
1876,Chattisgarh (7899%) Uttarakhand (8085%) Ladahk (8673) MoHFWINDIA drharshvardhan DrHVoffice CovidIndiaSeva Covid19 CoronaUpdates CoronavirusIndia COVIDUpdates,real
1877,The US administration president Obama Wuhan Institute Virology US$ 37,fake
1878,And Access Tools Accelerator COVAX Global Vaccines Facility working ensure proven safe effective accessible equitably countriesDrTedros RCAFRO70,real
1879,As RecoveryRate Sonipat Haryana 816% httpstcooZ9KCDrUAh COVID19India Covid19 CoronaUpdates CoronavirusIndia COVIDUpdates CoronavirusPandemic httpstcof3qufJbyvx,real
1880,Millycaspaces adamhamdy If situation Dr's UK ready prescribe medications offer prophylaxis symptom reduction Drugs Chloroquine Hydroxychloroquine Ivermectin Doxycycline Such medical networks operation US,fake
1881,Videos hospitals fake,fake
1882,We 16 clusters closed There additional deaths Yesterday labs processed 3865 tests total number tests 194191 There Government 4,real
1883,Nearly 60% total contributed States Maharashtra Andhra Pradesh Tamil Nadu Karnataka Uttar Pradesh StaySafe IndiaWillWin httpstcoNmLOy7jpRt,real
1884,"There ""only 48"" PCR tests Tokyo May 19th",fake
1885,The April daily completed average 144k Today 140k Stories seattletimes lack basic supplies constraining capacity httpstcowkz475HPQc Heroic work ridiculous httpstcoATLb9GixXk,real
1886,Due low numbers holiday weekend 7day average tests fell 667k lowest midJuly httpstcoHJuP7u3WR2,real
1887,Multisystem inflammatory syndrome children (MISC) rare condition Parents For MISC seek emergency care child visit httpstcono0GF9jx2q,real
1888,"A screen capture cover The New York Times accompanied text assured newspaper branded Government ""communist""",fake
1889,While grateful funds committed COVAX Facility urgently needed continue portfolio forwardDrTedros httpstcoveskE4kCVi,real
1890,As detected MarchApril 2020 fake misleading claims rose Most common communal rumours false guidelinesnotifications boomlivein analysis httpstcoXrey2nCS7N,fake
1891,While attention focused big outbreaks southeast Arizona states region verge higher levels transmission httpstcosOI8fbPtoV,real
1892,zevdr The engineered optimised human transmission humans Their zoonotic cover story trashed Having created blame This woman's explanation trustworthy Follow money,fake
1893,The list medicines issued Gangaram (India) alleviate,fake
1894,I UnitedKingdom announcing joining COVAX My countries making commitments ahead deadlineDrTedros,real
1895,Our daily published Weve tracked 178 tests 417k The 7day average 400k Note track tests state reports For details httpstcoPZrmH4bl5Y httpstcobonASjesNK,real
1896,Persistence longterm patients opened mechanisms underlying MECFS chronic postviral illnesses httpstcoRqlD1veZr6,real
1897,Donald Trump responsible bear responsibility slow uncoordinated bungled response httpstcoIUdWpqZncn,fake
1898,Here's number Louisiana stopped Saturdays worth httpstcoZd7AfHLulO,real
1899,The community case epidemiologically linked Auckland cluster There 92 linked community cluster transferred Auckland facility includes 67 &amp household contacts,real
1900,Tablighi Jamaat asked nonvegetarian food defecated open facility located Saharanpur Uttar Pradesh,fake
1901,Nokia distributing free phones students amidst,fake
1902,"How Curfew passto PORSCHE Carwo During Is DMA 2005 stayed High hand If common man violates Seize vehicle Partially ""Dark face"" administration HMOIndia JMScindia PMOIndia CMMadhyaPradesh httpstcohWKMZF5Txv",fake
1903,Newly Updated investigational drugs therapies httpstcoKtoAsH0jgk httpstcocO48Oq6eji,real
1904,Yesterday HHS Sec Azar announced USFDA completed review IND application mRNA1273 potential SARSCoV2 &amp allowed proceed clinic On Feb 24 1st clinical batch mRNA1273 shipped NIH Phase 1 study,real
1905,Latest updates Ministry Health Today New Zealand This brings 18 consecutive Yesterday 1053 tests brings total number tests 296000 httpstcoJwVXh29Hwm,real
1906,AtmaNirbharBharat establishes global position export 23 lakh PPEs More 128 Cr PPEs distributed StatesUTs httpstcoIFA3XVIq0c PMOIndia drharshvardhan AshwiniKChoubey PIBIndia airnewsalerts DDNewslive,real
1907,A Popular Florida Beach Has Been Evacuated After Jellyfish Test Positive For The Coronavirus httpstco2YXz0BRMLc beach,fake
1908,The rule thumb number If friends whnau remember gatherings small limited 10 9 For visit httpstcoSkuiyVe79L httpstcoqGktgQNAZf,real
1909,Everyone arriving pay US$60 PCR,fake
1910,We working stakeholders private &amp public sectors expand capacity We reviewed case definition reflect evolving local context About 4000 tests conducted incountry ~ ChikweI httpstconF9e6f6Fc1,real
1911,Were shipping millions items protective gear ensuring facilities properly equippedDrTedros,real
1912,"The ""snuck adding unforeseen thing",fake
1913,Preparing hurricane season To avoid exposure delivery services buy disaster supplies If option steps protect running essential errands httpstcoqOJIH3XUI5 httpstco545VsXhysL,real
1914,President Giammattei country 10000 tests,fake
1915,The newest Health Alert Network (HAN) Update recommends defer travel cruise ships including river cruises worldwide increased risk spread onboard ships Learn httpstco2wS47o1iTF httpstcoMHNnew1wNp,real
1916,Did Clive Palmer ads spruiking hydroxycholoroquine treatment NewsCorp papers MadMorris runs rule claims CoronaCheck BreakfastNews httpstco37b26ZqBwr,fake
1917,790 COVID19Nigeria Delta166 Lagos120 Enugu66 FCT65 Edo60 Ogun43 Kano41 Kaduna39 Ondo33 Rivers32 Bayelsa29 Katsina21 Imo20 Kwara18 Oyo11 Abia10 Benue6 Gombe4 Yobe2 Bauchi2 Kebbi2 26484 confirmed 10152 discharged 603 deaths httpstco9fxpoeBZDP,real
1918,The latest Ministry Health For row New Zealand Our total number confirmed remains 1154 number World Health Organization httpstcoAR09nqD206,real
1919,reports highest single recoveries 57584 patients httpstcoW1VqUA0A7e PMOIndia drharshvardhan AshwiniKChoubey PIBIndia CovidIndiaSeva COVIDNewsByMIB DDNewslive airnewsalerts,real
1920,Donald Trump forgot didnt forget The President April tweet May ignore June,fake
1921,Two members atletienglish ahead UCL Quarterfinals Not rest team field circumstances ChampionsLeague,fake
1922,Maharashtra (19522) contributed 2231% recoveries States Andhra Pradesh (1224%) Karnataka (83%) Tamil Nadu (631%) Chhattisgarh (60%) 328% recoveries These States contribute 551% total recoveries httpstco0al0aT2c8Y,real
1923,COVID19Nigeria Please remember chloroquine derivatives management disease NOT validated approved Selfmedication harm lead death Do misuse drugs More details httpstcozQrpNeOfet httpstco5NxJBl0Iou,real
1924,Same boy died countries Still dont media fakenews,fake
1925,The author authors leaflet remain anonymous If source leaflets mailbox tweet coronavirusfacts datoscoronavirus,fake
1926,A video 14yearold Indian boy named Abhigya Anand alleged predicted 2019,fake
1927,Ugandan president announces postponement elections,fake
1928,"Now tests airlines "" strong tests "" Theyre tests trains """,fake
1929,Bill Gates thousands die,fake
1930,World Health Organization (WHO) advised eating bakery items amid outbreak,fake
1931,With steep exponential rise daily cumulative tests nearing 47 crore The cumulative tests reached 46679145 Details httpstco6KTtm2geXz MoHFWINDIA ICMRDELHI drharshvardhan StaySafe IndiaWillWin,real
1932,We pleased Friday September 4th 21411 participants enrolled COVE Phase 3 study mRNA1273 Find trial httpstcofWw97I7C3J Check Friday evening updated enrollment number httpstcoSlLqh2crdh,real
1933,6 potential treatments identified AI httpstcou4N6xr6pcj,real
1934,The atheist Italian Julian Urban colleagues converted Christianity wake crisis,fake
1935,India's total recoveries crossed 30 lakh (3037151) continued trajectory posting 60000 recoveries 8th consecutive Recovery Rate reaches 7715% Details httpstcoW6N6I3RTpp StaySafe,real
1936,We grateful Nigerian Association Technologists Engineering supporting national response face &amp hand sanitisers We continue work professional bodies wholeofsociety response COVID19Nigeria TakeResponsibility httpstcody28h3vb0W,real
1937,Moderate &amp severe treated Dedicated Hospitals Dedicated Health Centres 170% ICUs 033% Ventilators 259% Oxygen beds 1772020(6 PM) httpstcovhvHHHyc0j,real
1938,Despite total number deaths decreased increased compare April 2019 April 2020 This statement backed national Civil Registry data,fake
1939,BREAKING Coronavirus Bolton continuing increase equivalent 192 100000 recorded 10 September Latest breaking story httpstcoNkneWmuTWd httpstcoQLobWhvgaL,real
1940,"The ""snuck adding unforeseen thing",fake
1941,The data scientist designed Florida's dashboard mobile friendly removed position refused censor data manipulate numbers httpstcoK4j3O8DMDz httpstcoLevDxDBNOdcovid19 coronavirusupdate,fake
1942,Statewise details Total Confirmed cases(till 13 September 2020 0800 AM) States 115000 confirmed States 15001100000 confirmed States 100000+ confirmed Total confirmed httpstcocJD9BUknZM,real
1943,Bill Gates personally profit owns company plans implant microchips,fake
1944,Unprecedented upsurge crosses peak 4 crore tests More 9 lakh tests conducted successive Details httpstco67MDwvaSnw IndiaWillWin ICMRDELHI httpstcoCqAC40vq8X,real
1945,Were transmission forward httpstcoheVOKyTkoQ BillHanage httpstco0FvRdmiVZJ,real
1946,UPDATE mainland Early implementation &amp timely adjustment control measures transmission Data publicly additional source &amp policy planning Report httpstcolcFch0FxCt httpstcosy2kgAgzPN,real
1947,Testing steeply increased 9 lakh tests This bolstered StatesUTs 140 testsdaymillion population advised httpstcoEmmq64AH0u,real
1948,They routine requirements safe return work They remain The case travelled overseas imported case,real
1949,Ratan Tata's view Indian Economy bounce economic downfall current situation,fake
1950,Were mitigating impact addressing psychosocial facilitating rapid restoration damaged facilities We issued appeal $76 solidarity support Lebanese peopleDrTedros Beirut,real
1951,drharshvardhan UPDATE 1132 case fatalities 24 hrs With 474 mortality M,real
1952,ICMR crossed 3 Lakh For details visit httpstcokH4qIFn4kt ICMRFIGHTSCOVID19 httpstcoMW8JzEeKdJ,real
1953,Before change Mass elevated risk (red) After shifting scale state orange meaning risk spike major gap metrics devolve imminent outbreak barring intervention,real
1954,Florida record 277 deaths Given problems deaths standard httpstcoIwSDY25ItE,real
1955,drharshvardhan UPDATE The total number recoveries touched 3398844 Recovery Rate 7777% The total,real
1956,Posts centuries pandemics 20's,fake
1957,One case Kano transferred Jigawa state Therefore total number confirmed Kano 36 19th April 2020,real
1958,Children separated parents treatment,fake
1959,A study proves face prevent spread,fake
1960,People spread pets Protect dog limiting contact household Learn httpstcoOjuS7jbeGy httpstco3jdU0OzSjd,real
1961,Images Indian police beaten migrant workers amid India's commuting,fake
1962,Independent SAGE adviser withdraws claim UK records highest daily May Follow todays events live httpstcoNyZLPJyfxM,real
1963,The case woman 30s arrived Dubai 28 August child arrived Dubai 28 August Both transferred Auckland Quarantine facility members bubble,real
1964,Update Today 14 New Zealand 9 MIQ 5 community The 5 community epidemiologically linked epidemiologically genomically linked Auckland cluster httpstcoFjEz9rrwyh,real
1965,Cloth face coverings prevent spread public settings When wear face covering protect When wear protect including httpstcojkWwZTxyhs httpstco5K7ySDEpG0,real
1966,Recent studies portion lack (asymptomatic) eventually develop (presymptomatic) transmit showing,real
1967,A facebook claims man lab,fake
1968,In general situation United States appears deteriorating grow colleagues TheAtlantic httpstcok2l1smH7FA,real
1969,Learn No spaces hospitals Please step homes 21 CoronavirusLockdown,fake
1970,The estimated size unsustainable corporate debt mountain created slashed 70bn influential City figures httpstcortTCYqZN23,real
1971,Last compulsory supposedly hosts digitized activated 5G antennas,fake
1972,The US monkeys halted exports httpstcoZj1iJHBgxP,real
1973,Eight patients CA hospitalized April 2020 ecigarette vaping product useassociated lung injury EVALI Report ecigarette vaping products httpstcoNB4B8UHwCn httpstco8sw2WxMkGo,real
1974,Offering essential cancer care normal httpstcoiILmNmiPP8 httpstcoKWbbhgBWJk,real
1975,New data 9000+ personnel identified 300000+ Feb 12Apr 9 If medical care ahead &amp wear cloth face covering protect HCP &amp patients CDCMMWR httpstcooiYeW6zbrp httpstcoEBFD6ZJye1,real
1976,Given increased spread updated definition investigation (PUI) httpstcoVJ6DDNlasm httpstcob1pmeer0F1,real
